Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Stage of procedure","Cases / Persons","Recognized decisions","Complementary protection","Rejected decisions","Otherwise closed","Total decisions"
2021,"Antigua and Barbuda",ATG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2021,Egypt,EGY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,12,0,26,5,43
2021,Egypt,EGY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,92,5,84,10,191
2021,Argentina,ARG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,5,10
2021,Armenia,ARM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,5,5
2021,Azerbaijan,AZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2021,Azerbaijan,AZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,5,0,10
2021,Bahrain,BHR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2021,Barbados,BRB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,5,5
2021,Burundi,BDI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2021,Burundi,BDI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2021,Benin,BEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,5,5
2021,Bangladesh,BGD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,49,0,118,18,185
2021,Bangladesh,BGD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,111,17,286,52,466
2021,Belarus,BLR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2021,Belarus,BLR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,5,10
2021,"Bolivia (Plurinational State of)",BOL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,10,0,10
2021,Botswana,BWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,11,0,16
2021,Brazil,BRA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,5,0,10
2021,Brazil,BRA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,5,44,53,107
2021,"Bosnia and Herzegovina",BIH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2021,Bulgaria,BGR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,5,5
2021,"Central African Rep.",CAF,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2021,Chad,TCD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2021,Chad,TCD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,38,5,5,0,48
2021,China,CHN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,14,0,45,12,71
2021,China,CHN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,32,13,108,51,204
2021,Chile,CHL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2021,Cameroon,CMR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,10,0,12,0,22
2021,Cameroon,CMR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,79,0,43,5,127
2021,Congo,COG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,0,5,5
2021,Congo,COG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,5,0,10
2007,Gambia,GMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,15,0,60,0,75
2007,Gambia,GMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,21,5,93,13,132
2021,"Dem. Rep. of the Congo",COD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,10,0,10,0,20
2021,"Dem. Rep. of the Congo",COD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,16,0,15,5,36
2021,Colombia,COL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2021,Cuba,CUB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2021,Cuba,CUB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2021,Czechia,CZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2021,Dominica,DMA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2021,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,28,0,12,0,40
2021,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,1486,5,20,10,1521
2007,Palestinian,PSE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,19,13,247,151,430
2021,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,76,0,42,20,138
2021,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,78,5,93,5,181
2021,Gabon,GAB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2021,Gambia,GMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,11,0,0,0,11
2021,Gambia,GMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,11,0,14,5,30
2021,"United Kingdom of Great Britain and Northern Ireland",GBR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,11,10,0,5,26
2021,Georgia,GEO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,13,0,13
2021,Georgia,GEO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,23,20,48
2021,Ghana,GHA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,11,0,22,5,38
2021,Ghana,GHA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,19,5,48,18,90
2021,Grenada,GRD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,11,0,11
2007,Georgia,GEO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,44,29,73
2021,Guinea,GIN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,5,0,10
2021,Guinea,GIN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,17,0,10,0,27
2021,Guyana,GUY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2021,"China, Hong Kong SAR",HKG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,12,0,26,35,73
2021,Honduras,HND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,14,5,24
2021,Honduras,HND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,35,30,30,100
2021,Hungary,HUN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2021,"Cote d'Ivoire",CIV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,5,0,10
2021,"Cote d'Ivoire",CIV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,14,0,5,0,19
2021,India,IND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,34,0,75,5,114
2021,India,IND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,11,295,347,658
2021,Indonesia,IDN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,13,0,0,0,13
2007,Ghana,GHA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,55,0,60
2007,Ghana,GHA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,103,37,145
2021,"Iran (Islamic Rep. of)",IRN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,184,0,86,52,322
2021,"Iran (Islamic Rep. of)",IRN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,2462,10,285,61,2818
2021,"Iran (Islamic Rep. of)",IRN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,5,0,0,0,5
2021,Iraq,IRQ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,319,0,358,36,713
2021,Iraq,IRQ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,555,174,813,63,1605
2021,Iraq,IRQ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,0,5,0,5
2021,Israel,ISR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,15,0,14,0,29
2021,Israel,ISR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,102,5,18,0,125
2021,Italy,ITA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2021,Jamaica,JAM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,13,0,13
2021,Jamaica,JAM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,5,30,14,54
2021,Jordan,JOR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2021,Jordan,JOR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,23,0,11,0,34
2007,Guinea-Bissau,GNB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,12,0,12
2021,Kazakhstan,KAZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,10,0,0,0,10
2021,Kazakhstan,KAZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,14,0,0,5,19
2021,Kenya,KEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,10,0,14,5,29
2021,Kenya,KEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,39,5,33,11,88
2007,Grenada,GRD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2021,Kyrgyzstan,KGZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2021,Kyrgyzstan,KGZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2007,Guatemala,GTM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,5,10
2021,"Dem. People's Rep. of Korea",PRK,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2021,Kuwait,KWT,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,11,0,0,0,11
2021,Kuwait,KWT,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,64,0,11,40,115
2021,Liberia,LBR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2021,Libya,LBY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,5,0,10
2021,Libya,LBY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,75,316,0,20,411
2021,Libya,LBY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,RA,P,0,5,0,0,5
2007,Guinea,GIN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,13,37,98,25,173
2021,Lebanon,LBN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,5,0,10
2021,Lebanon,LBN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,32,0,16,5,53
2021,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,70,0,36,15,121
2021,"Sri Lanka",LKA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,113,5,139,38,295
2007,Guyana,GUY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2021,Maldives,MDV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2021,Mexico,MEX,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,10,10,20
2021,Mali,MLI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2021,Mali,MLI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2007,"China, Hong Kong SAR",HKG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,0,5,5
2021,Malaysia,MYS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,11,0,11
2021,Malaysia,MYS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,25,0,38,5,68
2021,Malawi,MWI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2021,Malawi,MWI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,11,0,16
2021,Mongolia,MNG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2021,Mongolia,MNG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,5,0,10
2007,Croatia,HRV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,12,10,22
2021,Morocco,MAR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,13,0,18
2021,Morocco,MAR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,19,5,30,11,65
2021,Mauritius,MUS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2021,Mauritius,MUS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,17,5,27
2021,Myanmar,MMR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2021,Myanmar,MMR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,19,0,0,5,24
2021,Namibia,NAM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,28,0,53,5,86
2021,Namibia,NAM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,26,12,86,10,134
2021,Nepal,NPL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,11,0,16
2021,Nepal,NPL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,5,30,28,68
2021,Niger,NER,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2007,"Cote d'Ivoire",CIV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,35,0,95,0,130
2007,"Cote d'Ivoire",CIV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,14,5,140,18,177
2021,Nicaragua,NIC,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2021,Nicaragua,NIC,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,19,0,0,10,29
2021,Nigeria,NGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,60,0,83,13,156
2021,Nigeria,NGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,140,44,193,82,459
2021,Oman,OMN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2021,Pakistan,PAK,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,58,0,153,24,235
2021,Pakistan,PAK,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,453,41,372,132,998
2007,India,IND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,10,0,45,15,70
2007,India,IND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,14,363,202,579
2021,Philippines,PHL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,10,0,15
2021,Philippines,PHL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,5,45,5,60
2021,Poland,POL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,21,0,21
2021,Qatar,QAT,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,10,0,0,0,10
2021,Romania,ROU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,11,0,11
2021,"South Africa",ZAF,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,12,0,0,0,12
2021,"South Africa",ZAF,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,5,27,5,37
2021,"Russian Federation",RUS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,19,0,0,5,24
2021,"Russian Federation",RUS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,77,10,39,23,149
2007,Indonesia,IDN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,0,0,5,0,5
2021,Rwanda,RWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2021,Rwanda,RWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,5,0,0,0,5
2021,"El Salvador",SLV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,58,0,27,5,90
2021,"El Salvador",SLV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,49,163,197,47,456
2021,"Saudi Arabia",SAU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2021,"Saudi Arabia",SAU,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,36,0,5,10,51
2007,"Iran (Islamic Rep. of)",IRN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,325,0,1480,75,1880
2007,"Iran (Islamic Rep. of)",IRN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,FI,P,293,220,1669,257,2439
